Name,Type,Form ID,Status,Also Known As,Count
St. Louis Science Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA7,MZSPA12,MZSPE2,MZSPE12,MZSPB26,AHFS3,PULS7,PULS18,SFSLB1,SFSLB2,SFSLB15,SFSLB16,LSRC7,MZSPJ5,TGPF19,JCLB1,MOHM7,TGPF23,MOBG2,MOBG4,MZSPL1,MZSPL3,MZSPL6,MOHMC8,TVBP7,SLPLC15",Marked/Current,,26
St. Mary of Victories,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Marked/Current,,1
St. Matthew the Apostle Catholic Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TVBP1,Marked/Current,,1
St. Roch,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MTHS9,Marked/Current,,1
St. Vincent,"""Infrastructure (Streets, Highways, Water Tower)""",MTHS9,Marked/Current,,1
Stan Musial Veterans Memorial Bridge,"""Infrastructure (Streets, Highways, Water Tower)""",HMES11,Marked/Current,,1
Stanley Cup Monument,"""Artwork (Statue, Sculpture)""",SLAM36,Potential/Imaginary,,1
Stanley Cup Statue (proposed),"""Artwork (Statue, Sculpture)""",SLPLB11,,,1
Starbuck's,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CAML11,Marked/Current,,1
State St,"""Infrastructure (Streets, Highways, Water Tower)""",HMES4,Marked/Current,,1
State Street (unmarked),"""Infrastructure (Streets, Highways, Water Tower)""",SFSL39,Marked/Current,,1
Statue of Chuck Berry,"""Artwork (Statue, Sculpture)""","SFSL32,LOOP11,WCRC7,WCRC10",Marked/Current,,4
Statue of Dick Gregory,"""Artwork (Statue, Sculpture)""",TVBP13,Potential/Imaginary,,1
Statue of Frankie Muse Freeman,"""Artwork (Statue, Sculpture)""",MZSPB20,Marked/Current,,1
Statue of Liberty,"""Artwork (Statue, Sculpture)""","MZSPE14,MZSPB18",Marked/Current,,2
"Statue of Miles Davis, John Coltrane, Charlie Parker","""Artwork (Statue, Sculpture)""",FPPCA2,Potential/Imaginary,,1
Statue of Vincent Price,"""Artwork (Statue, Sculpture)""",MOHMD3,Potential/Imaginary,,1
Steamboat Captain's House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Marked/Current,,1
Steinberg Skating Rink,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL8,Marked/Current,,1
Stifel Theatre,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL15,SFSLB16",Marked/Current,,2
Stovall's Grove,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL2,Marked/Current,,1
Strauss Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MOHM12,CSRF6",Marked/Current,,2
Straw Pyramid,Notable Site,SFSL34,Erased /Demolished,,1
Street (unmarked),"""Infrastructure (Streets, Highways, Water Tower)""","MZSPE6,MZSPB2,MZSPB14,MZSPB38,MZSPB41,MZSPF18",Marked/Current,,6
Street art dedicated to Black history,"""Artwork (Statue, Sculpture)""",SFSLB14,Potential/Imaginary,,1
Street art dedicated to LGBTQ community,"""Artwork (Statue, Sculpture)""",SFSLB14,Potential/Imaginary,,1
Street art dedicated to musicians,"""Artwork (Statue, Sculpture)""",SFSLB14,Potential/Imaginary,,1
Streetcar tracks,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPM1,Erased /Demolished,,1
Streetside Records,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL13,Marked/Current,,1
Sublette Park,"""Park Space (Park, Garden, Tree, Skate Park)""",MZSPA15,Marked/Current,,1
Suburbs,Other Places,TGFM1,Marked/Current,,1
Sugar Loaf Mound,Mounds,"MZSPA21,MZSPB19,MZSPG12,CSRF1",Marked/Current,,4
Sugarfire,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPN3,Marked/Current,,1
Sullivan Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","PULS10,SLPLA6",Marked/Current,,2
Sumner High School,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","OFRC3,WUEC17",Marked/Current,,2
Sump Coffee,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB33,Marked/Current,,1
Sunshine Cultural Arts Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES2,Marked/Current,,1
Sweet Art,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC22,Marked/Current,,1
Sweetie Pie's,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPK10,Marked/Current,,1
Swim,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB13,Marked/Current,,1
Swing Under the Arch,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM21,Potential/Imaginary,,1
T.S. Eliot Bust,"""Artwork (Statue, Sculpture)""",SLPLC3,Marked/Current,,1
Tandy Community Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",AHFS9,Marked/Current,,1
Taylor Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPE3,AHFS3,PULS2",Marked/Current,,3
Teatopia,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","JCLB9,SLPLC22",Marked/Current,,2
Ted Drews Frozen Custard,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA2,MZSPA12,MZSPC4,MZSPE12,MZSPB5,MZSPB9,MZSPB10,MZSPB26,SFSL21,SFSL37,SFSL38,SLAM15,SLAM16,SFSLB4,SFSLB6,TGFM9,MZSPK6,MZSPK10,MOHM11,MZSPK11,TGPF21,SFTF5,MZSPL1,MZSPL5,SLPLC15,MZSPO4,MZSPO5",Marked/Current,,27
Telegraph Road,"""Infrastructure (Streets, Highways, Water Tower)""",SLAM3,Marked/Current,,1
Temple (unmarked),Personal Site,CAMF1,Marked/Current,,1
Temple ISIS,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM18,Erased /Demolished,,1
Tennessee,Other Places,INDI11,Marked/Current,,1
Tennessee Williams Bust,"""Artwork (Statue, Sculpture)""",SLPLC3,Marked/Current,,1
Texas Lady,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES4,Marked/Current,,1
Thai Country Cafe,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL14,Marked/Current,,1
The Admiral (Riverboat),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","WUECC6,FPPCA1,CCFV1",Erased /Demolished,,3
The Arena,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPF17,WUEC15",Erased /Demolished,,2
The Armoury,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MOHMB1,MOHM21",Erased /Demolished,,2
The Big Mound,Mounds,SLAM5`,Erased /Demolished,,1
The Boathouse at Forest Park,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MTHS1,MTHS9,LSRC4,MZSPL14",Marked/Current,,4
The Checkerdome,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA17,Erased /Demolished,,1
The Fellowship,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB7,Marked/Current,,1
The Flad House,Personal Site,SLAM16,Marked/Current,,1
The Galleria,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MTHS5,MZSPK11,MZSPO1",Marked/Current,,3
The Gargoyle (Washington University),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB7,Marked/Current,,1
The Grey Fox Pub,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF29,Marked/Current,,1
The Grove,Other Places,"MZSPA11,MZSPA16,MZSPB21,INDI7,INDI4,MZSPB12,SLAM9,TGFM8,TGFM9,TGPF3,MOHM11,CAMF3",Marked/Current,,12
The Grove Sign,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL18,SLAM9,MZSPK11",Marked/Current,,3
The Highlands Amusement Park,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA17,Erased /Demolished,,1
The Hill Neighborhood,Neighborhood (Internal and External Lines),"MZSPA9,MZSPC4,MTHS5,MZSPB11,MZSPB18,INDI7,SFSL2,SFSL37,SFSL41,LOOP1,SLAM16,SLAM33,SFSLB3,TGFM9,TGFM10,TGPF5,MOHM20,MZSPK11,SLPLC15",Marked/Current,,19
The Islamic Foundation of Greater St. Louis,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLA3,Marked/Current,,1
The Landing,Notable Site,"MZSPG11,MOBG7",Marked/Current,,2
The Loop,Other Places,"MZSPA12,MZSPA18,MTHS5,MZSPB24,MZSPF13,MZSPF21,AHFS4,AHFS5,SFSL4,SFSL5,SFSL19,SFSL23,SFSL37,SFSL38,LOOP1,LOOP9,PULS13,SLAM24,SFSLB2,SFSLB12,SFSLB13,SFSLB14,MZSPJ6,TGFM9,MZSPK9,TGPF3,MOHM11,MOHM20,MZSPK11,MZSPK14,TGPF28,WUECC4,WCRC20,SLPLC15,MZSPO5",Marked/Current,,35
The Millennium Hotel,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPJ2,Marked/Current,,1
The Monocle,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB7,Marked/Current,,1
The Muny,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL21,MOHMB3,SLAM24,SLAM31,SFSLB4,SFSLB16,LSRC7,MOHM7,MOHM11,MOHM20,TGPF22,CCFV1,MZSPL1,CAML8,SLPLC15,MZSPO4,MZSPO5",Marked/Current,,17
The Mural Mile,Notable Site,"SFSL4,PULS9",Marked/Current,,2
The National Museum of Transportation,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSLB17,MOHM21",Marked/Current,,2
The Pageant,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL26,SLAM23,SLAM24,TGFM9,CAML8",Marked/Current,,5
The Parkmoor,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB9,Erased /Demolished,,1
The Pevely Building,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF31,Erased /Demolished,,1
The Ranch (unmarked),Personal Site,MZSPJ4,Marked/Current,,1
The Tivoli Theater,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","LOOP2,SFSLB5,CLSC1",Marked/Current,,3
The Tower Of Life ,Personal Site,SLAM13,Potential/Imaginary,,1
The Ville Neighborhood,Neighborhood (Internal and External Lines),"TRNG1,AHFS3,INDI12,MOHMB1,CSRF1",Marked/Current,,5
The Void,Personal Site,SLAM6,Potential/Imaginary,,1
Third Degree Glass Factory,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS7,Marked/Current,,1
Third Wheel,Notable Site,SLAM2,Marked/Current,,1
Thompson House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL20,Marked/Current,,1
Three Sixty (Bar & Eatery),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPF2,Marked/Current,,1
Tiffany Neighborhood,Neighborhood (Internal and External Lines),TRNG2,Marked/Current,,1
Tiger Sanctuary,"""Park Space (Park, Garden, Tree, Skate Park)""",AGGA4,Marked/Current,,1
Tilles Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPA15,MZSPF18,SFSL25",Marked/Current,,3
Tilted Plane,"""Artwork (Statue, Sculpture)""",PULS9,Erased /Demolished,James Turrell's Tilted Plane,1
Time Landscape of St. Louis,"""Artwork (Statue, Sculpture)""",PULS9,Erased /Demolished,Alan Sonfist's Time Landscape of St. Louis,1
"Times Beach, MO",Other Places,SLAM1,Erased /Demolished,,1
Tongue Building,Other Places,FPPCA1,Marked/Current,At the corner of McKenzie and Gravois,1
Top of the Tower Restaurant,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CCFV1,Erased /Demolished,,1
Tower Grove Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",PULS6,Marked/Current,,1
Tower Grove East Neighborhood,Neighborhood (Internal and External Lines),"TRNG2,SLAM24",Marked/Current,,2
Tower Grove Farmer's Market,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPK8,MOHM6",Marked/Current,,2
Tower Grove Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPA13,MZSPA15,MTHS5,MZSPE5,MZSPB34,AHFS4,INDI2,SFSL7,SFSL13,SFSL28,SFSL40,SFSL41,TRNG2,PULS6,PULS7,PULS13,PULS20,SLAM9,SLAM10,SFSLB1,SFSLB2,SFSLB14,LSRC3,TGEM1,TGEM3,TGEM4,TGEM5,TGFM4,TGFM7,TGFM9,TGFM11,MZSPK4,MZSPK10,TGPF3,TGPF5,MZSPG11,MOHM6,MOHM10,MOHM21,MZSPK11,MZSPK12,MZSPK14,TGPF23,MOBG2,MOBG10,MOBG11,CAMF1,CLSC4,MZSPL1,PAFB4,MOHMC2,TVBP16,MZSPN1,CSRF6,SLPLB5,SLPLB9,TGPF17",Marked/Current,,57
Tower Grove Pride Festival,Notable Site,"TGPF21,TGPF27",Marked/Current,,2
Tower Pub,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS13,Marked/Current,,1
Trader Joe's,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS5,Marked/Current,,1
Trails (unmarked),"""Park Space (Park, Garden, Tree, Skate Park)""",MOHMD2,Marked/Current,,1
Train Tracks (unmarked),"""Infrastructure (Streets, Highways, Water Tower)""",SLPLC21,Marked/Current,,1
Transgender Memorial Garden,"""Park Space (Park, Garden, Tree, Skate Park)""",SFSL32,Marked/Current,,1
Trash cans (unmarked),"""Infrastructure (Streets, Highways, Water Tower)""",PULS8,Marked/Current,,1
Tree swing,Other Places,WUECB10,Potential/Imaginary,,1
Trinity Lutheran Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",JCLB1,Marked/Current,,1
Truman Parkway,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPK3,Marked/Current,,1
TRX Tattoos & Piercings,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF13,Marked/Current,,1
Turkish Pavilion (Tower Grove Park),Notable Site,MZSPK12,Marked/Current,,1
Turtle Park,"""Park Space (Park, Garden, Tree, Skate Park)""","SLAM16,SLAM17,SLAM31,TGPF4,MOBG9,MZSPL7,MZSPN1",Marked/Current,,7
Twain,"""Artwork (Statue, Sculpture)""",PULS9,Marked/Current,Richard Serra's Twain,1
Two Plumbers,Notable Site,SLAM2,Marked/Current,,1
U.R.B. Urban Research Brewery,Notable Site,SLAM2,Marked/Current,,1
UCBC Brewery,Notable Site,SLAM2,Marked/Current,,1
Ulysses S. Grant National Historic Site,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SLAM19,CLSC1",Marked/Current,,2
Uncle Bills (restaurant),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB9,Marked/Current,,1
Underground Railroad (unmarked),Notable Site,MOHM14,Marked/Current,,1
Union Station,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","INDI15,SFSL15,LSRC6,RPSL2,RPSL3,TGFM9,SFTF7,WUECB5,WUECC4,CLSC4,CCFV7,SLPLC17",Marked/Current,,12
United Hebrew Congregation of St. Louis,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLA3,Marked/Current,,1
United States Post Office (Market Street),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUECB5,Marked/Current,,1
University (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES7,Potential/Imaginary,,1
University City,Other Places,SFSL2,Marked/Current,,1
University City Library,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB5,Marked/Current,,1
University City Loop Trolley,Notable Site,"MZSPE5,MZSPF14,AHFS5,WUECC4",Marked/Current,,4
University City School District,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC14,Marked/Current,,1
University City Walk of Fame,Notable Site,"MZSPE5,AHFS5,SFSL13",Marked/Current,,3
University of Missouri-Columbia (Mizzou),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB21,MZSPJ6",Marked/Current,,2
University of Missouri-St. Louis,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL2,MOHM11",Marked/Current,,2
Urban Chestnut Brewing Company,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM11,Marked/Current,,1
Urban Rooftop Farm,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",AHFS8,Marked/Current,,1
UrbArts,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","CCFV7,SLPLC22",Marked/Current,,2
US Route 66,"""Infrastructure (Streets, Highways, Water Tower)""","SFSLB16,TGEM6,WUECB12",Marked/Current,,3
Vacant House,Other Places,WUEC13,Marked/Current,,1
Vandeventer Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",PULS19,Marked/Current,,1
Vaporized,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPK9,Marked/Current,,1
Vashon High,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MOHMB2,CAML9",Marked/Current,,2
Venice Café,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPJ2,TGFM9,SLPLC17",Marked/Current,,3
Venture Department Store,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUECC2,Erased /Demolished,,1
Vess Soda,"""Infrastructure (Streets, Highways, Water Tower)""","SLAM1,MZSPM5",Marked/Current,,2
Victor St,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPG14,Marked/Current,,1
Vincent Van Doughnut,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM24,Marked/Current,,1
Vintage Vinyl,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF27,Marked/Current,,1
Virginia Ave,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPB44,Marked/Current,,1
Wainwright Building,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA2,MZSPA12,INDI15,MOBG5",Marked/Current,,4
Walnut St,"""Infrastructure (Streets, Highways, Water Tower)""",CBOHA4,Marked/Current,,1
Washington Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","MTHS10,MZSPB18,MZSPE13,MOBG5",Marked/Current,,4
Washington Park,"""Park Space (Park, Garden, Tree, Skate Park)""","HMES7,HMES9,HMES12",Marked/Current,,3
Washington University,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","TRNG7,MZSPA2,MZSPA16,MZSPA18,MZSPB24,MZSPB25,MZSPB26,MZSPB28,MZSPB35,MZSPB46,MZSPF13,MZSPF21,SFSL17,SFSL27,TRNG3,LOOP15,MZSPH1,PULS13,SLAM31,SFSLB16,LSRC7,MZSPK8,MZSPK9,TGPF3,JCLB1,MOHM11,MZSPK11,CAMF1,WCRC20,MZSPL15,PAFB1",Marked/Current,,31
Wat Phrasriratanaram,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL14,Marked/Current,,1
Webster Groves,Other Places,"INDI9,TGPF3",Marked/Current,,2
Webster University,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL20,Marked/Current,,1
Weldon Springs Nuclear Site,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPA21,MZSPB19",Marked/Current,,2
WellBeing,Notable Site,SLAM2,Marked/Current,,1
Wellspent Brewing Company,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SLAM2,TGFM11",Marked/Current,,2
Wellston Loop,"""Infrastructure (Streets, Highways, Water Tower)"",Neighborhood (Internal and External Lines)",AHFS3,Marked/Current,,1
West County,Other Places,"MZSPB12,TGPF8",Marked/Current,,2
West Lake Landfill,"""Infrastructure (Streets, Highways, Water Tower)""","INDI10,PULS11",Marked/Current,,2
West Side (St. Louis City),Other Places,"TRNG4,JCLB10",Marked/Current,,2
Western Auto,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUEC10,Erased /Demolished,,1
Westgate Ave,"""Infrastructure (Streets, Highways, Water Tower)""",TGPF28,Marked/Current,,1
Westland Acres,Other Places,MZSPL2,Marked/Current,,1
White Castle,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","INDI13,MOHMB1,TGPF27",Marked/Current,,3
White flight,Other Places,TGFM1,Marked/Current,,1
White Hall Manor,Other Places,WUEC15,Marked/Current,,1
Whole Foods,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA16,MZSPA18,PULS5",Marked/Current,,3
Wilderness,Other Places,MZSPB19,Marked/Current,,1
Wildhorse Creek Rd,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPL2,Marked/Current,,1
William S. Burroughs Bust,"""Artwork (Statue, Sculpture)""",SLPLC3,Marked/Current,,1
Wolh Community Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","AHFS9,AGGA1",Marked/Current,,2
Woodhenge,"""Park Space (Park, Garden, Tree, Skate Park)""",INDI3,Marked/Current,,1
Woolworths,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","WUEC12,WUEC14",Erased /Demolished,,2
Work (unmarked),Personal Site,MZSPG10,Marked/Current,,1
WorkHouse,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",LOOP9,Marked/Current,,1
World Chess Hall of Fame,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPH5,MOHMD2",Marked/Current,,2
World's Fair,Notable Site,MOHM15,Marked/Current,,1
World's Fair Donuts,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SLAM20,SLPLC15",Marked/Current,,2
World's Fair Pavilion,"""Park Space (Park, Garden, Tree, Skate Park)""","SFSL30,SLAM11,LSRC7,WUEC15,TGFM9,MOHMD4",Marked/Current,,6
Wydown Blvd,"""Infrastructure (Streets, Highways, Water Tower)""",MOHM3,Marked/Current,,1
Yellowbelly,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM8,Marked/Current,,1
YMCA,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WCRC13,Marked/Current,,1
Yoko's Home (unmarked),Personal Site,PULS2,Marked/Current,,1
Zee Bee Market,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF13,Marked/Current,,1
Zia's,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPK10,Marked/Current,,1
Zombie Trail,"""Park Space (Park, Garden, Tree, Skate Park)""",MZSPL2,Marked/Current,,1
Zoo,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA7,MZSPA12,MZSPA17,MZSPC4,MTHS1,MTHS5,MZSPE2,MZSPE12,MZSPE14,MZSPB24,MZSPF4,MZSPF20,INDI4,SFSL4,SFSL5,SFSL17,SFSL21,SFSL27,SFSL30,SFSL35,LOOP8,OFRC4,OFRC8,PULS21,CRC3,CRC5,CRC6,CRC7,SLAM16,SLAM25,SLAM30,SLAM31,SFSLB1,SFSLB2,SFSLB3,SFSLB4,SFSLB15,SFSLB16,LSRC7,WUEC4,WUEC6,WUEC11,WUEC16,MZSPJ5,TGFM3,TGFM4,TGFM9,TGFM10,MZSPK8,TGPF8,JCLB1,JCLB11,MOHM5,MOHM11,MOHM20,TGPF21,TGPF22,TGPF23,SFTF6,SFTF7,WUECB2,WUECB8,WUECC4,CLSC1,CLSC2,AGGA4,CCFV1,CCFV2,MZSPL8,MZSPL9,MZSPL11,MZSPM4,MOHMC7,MOHMC8,CAML10,TVBP3,TVBP5,TVBP7,TVBP11,SLPLB,SLPLC15,SLPLC16,MZSPO4",Marked/Current,,83
Zoo Museum District,"""Infrastructure (Streets, Highways, Water Tower)""","TRNG1,MTHS9,AHFS5",Marked/Current,,3
Zoo Sign,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPF4,MZSPF20,CAML4,CAML10,TVBP3",Marked/Current,,5
